time,old_path,new_path
2026-01-14T10:36:51.556644,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250207__未识别标题_(4).txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250207__未识别标题_(3).txt,0
2026-01-14T10:36:51.558091,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250207__未识别标题_(5).txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250207__未识别标题_(4).txt,0
2026-01-14T10:36:51.559551,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250207__未识别标题_(6).txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250207__未识别标题_(5).txt,0
2026-01-14T10:36:51.560736,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250207__未识别标题_(7).txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250207__未识别标题_(6).txt,0
2026-01-14T10:36:51.562018,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250207__未识别标题_(8).txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250207__未识别标题_(7).txt,0
2026-01-14T10:36:51.563226,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250207__未识别标题_(9).txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250207__未识别标题_(8).txt,0
2026-01-14T10:36:51.564428,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250207__未识别标题_.dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250207__未识别标题_(1).dta,0
2026-01-14T10:36:51.565716,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250207__未识别标题_.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250207__未识别标题_(9).txt,0
2026-01-14T10:36:51.567467,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250208__未识别标题_(1).dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250208__未识别标题_(2).dta,0
2026-01-14T10:36:51.568853,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250208__未识别标题_.dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250208__未识别标题_(1).dta,0
2026-01-14T10:36:51.570382,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250208__未识别标题_.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250208__未识别标题_(1).txt,0
2026-01-14T10:36:51.571706,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(1).dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(15).dta,0
2026-01-14T10:36:51.573026,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(10).dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(1).dta,0
2026-01-14T10:36:51.574421,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(11).dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(10).dta,0
2026-01-14T10:36:51.575787,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(12).dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(11).dta,0
2026-01-14T10:36:51.577107,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(13).dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(12).dta,0
2026-01-14T10:36:51.578317,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(14).dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(13).dta,0
2026-01-14T10:36:51.579556,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(2).dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(14).dta,0
2026-01-14T10:36:51.580817,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(3).dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(2).dta,0
2026-01-14T10:36:51.582401,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(4).dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(3).dta,0
2026-01-14T10:36:51.583619,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(5).dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(4).dta,0
2026-01-14T10:36:51.584836,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(6).dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(5).dta,0
2026-01-14T10:36:51.586024,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(7).dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(6).dta,0
2026-01-14T10:36:51.587270,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(8).dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(7).dta,0
2026-01-14T10:36:51.588876,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(9).dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(8).dta,0
2026-01-14T10:36:51.590288,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_.dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(9).dta,0
2026-01-14T10:36:51.591620,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(1).txt,0
2026-01-14T10:36:51.592789,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250217__未识别标题_(1).dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250217__未识别标题_(2).dta,0
2026-01-14T10:36:51.593948,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250217__未识别标题_.dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250217__未识别标题_(1).dta,0
2026-01-14T10:36:51.595119,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250227__未识别标题_.dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250227__未识别标题_(1).dta,0
2026-01-14T10:36:51.596327,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250306__未识别标题_.dta,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250306__未识别标题_(1).dta,0
2026-01-14T10:36:51.597895,D:\BaiduSyncdisk\2025\研究\基准地调整研究\测试样例2\2015.TXT,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_.txt,0
2026-01-14T10:36:51.599303,D:\BaiduSyncdisk\2025\研究\基准地调整研究\测试样例2\2016.TXT,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(2).txt,0
2026-01-14T10:36:51.600714,D:\BaiduSyncdisk\2025\研究\基准地调整研究\测试样例2\2017.TXT,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(3).txt,0
2026-01-14T10:36:51.601894,D:\BaiduSyncdisk\2025\研究\基准地调整研究\测试样例2\2018.TXT,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(4).txt,0
2026-01-14T10:36:51.603056,D:\BaiduSyncdisk\2025\研究\基准地调整研究\测试样例2\2019.TXT,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(5).txt,0
2026-01-14T10:36:51.604627,D:\BaiduSyncdisk\2025\研究\基准地调整研究\测试样例2\2020.TXT,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(6).txt,0
2026-01-14T10:36:51.605939,D:\BaiduSyncdisk\2025\研究\基准地调整研究\测试样例2\2021.TXT,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(7).txt,0
2026-01-14T10:36:51.607186,D:\BaiduSyncdisk\2025\研究\基准地调整研究\测试样例2\2022.TXT,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(8).txt,0
2026-01-14T10:36:51.608449,D:\BaiduSyncdisk\2025\研究\基准地调整研究\测试样例2\2023.TXT,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(9).txt,0
2026-01-14T10:36:51.610233,D:\BaiduSyncdisk\2025\研究\基准地调整研究\测试样例2\2024.TXT,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(10).txt,0
2026-01-14T10:36:51.611590,D:\BaiduSyncdisk\2025\研究\基准地调整研究\测试样例2\combined_2015_2024.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\20250213__未识别标题_(11).txt,0
2026-01-14T10:36:51.612828,D:\BaiduSyncdisk\2025\研究\基准地调整研究\脚本程序\20250208__未识别标题_.do,D:\BaiduSyncdisk\2025\研究\基准地调整研究\脚本程序\20250208__未识别标题_(1).do,0
2026-01-14T10:36:51.617276,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\分析,__FOLDER_DELETED__,1
2026-01-14T10:36:51.618458,D:\BaiduSyncdisk\2025\研究\基准地调整研究\参考资料\标准,__FOLDER_DELETED__,1
2026-01-14T10:36:51.619839,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database,__FOLDER_DELETED__,1
2026-01-14T10:36:51.621415,D:\BaiduSyncdisk\2025\研究\基准地调整研究\测试样例2,__FOLDER_DELETED__,1
2026-01-14T10:37:39.112841,D:\BaiduSyncdisk\2025\研究\合约设计\2025-07-14郑商所气温指数分布与波动特点.docx,D:\BaiduSyncdisk\2025\研究\合约设计\其他\20250716_标的气温指数分布与波动特点.docx,0
2026-01-14T10:37:39.114482,D:\BaiduSyncdisk\2025\研究\合约设计\分解.xlsx,D:\BaiduSyncdisk\2025\研究\合约设计\Excel文件\20250720__未识别标题_.xlsx,0
2026-01-14T10:37:39.115846,D:\BaiduSyncdisk\2025\研究\合约设计\分解更新.xlsx,D:\BaiduSyncdisk\2025\研究\合约设计\Excel文件\20250720__未识别标题_(1).xlsx,0
2026-01-14T10:37:39.117166,D:\BaiduSyncdisk\2025\研究\合约设计\分解更新含曲线.xlsx,D:\BaiduSyncdisk\2025\研究\合约设计\Excel文件\20250720__未识别标题_(2).xlsx,0
2026-01-14T10:37:39.118429,D:\BaiduSyncdisk\2025\研究\合约设计\年化波动率相关.xlsx,D:\BaiduSyncdisk\2025\研究\合约设计\Excel文件\20250715__未识别标题_.xlsx,0
2026-01-14T10:37:39.119639,D:\BaiduSyncdisk\2025\研究\合约设计\数据丁毅.xlsx,D:\BaiduSyncdisk\2025\研究\合约设计\Excel文件\20250710__未识别标题_.xlsx,0
2026-01-14T10:37:39.136297,D:\BaiduSyncdisk\2025\研究\合约设计\标的选择.docx,D:\BaiduSyncdisk\2025\研究\合约设计\其他\20250720_首先，从全国范围看，符合编制区域气温指数条件的区域主要集中在珠三角、中原等地区。经济体量作为地区经济活动的综合体现，在很.docx,0
2026-01-14T10:37:39.137505,D:\BaiduSyncdisk\2025\研究\合约设计\气温指数合约设计更新数据1107(史一诺).xlsx,D:\BaiduSyncdisk\2025\研究\合约设计\Excel文件\20250214__未识别标题_.xlsx,0
2026-01-14T10:37:39.158133,D:\BaiduSyncdisk\2025\研究\合约设计\表1 珠三角月制冷指数期货合约.docx,D:\BaiduSyncdisk\2025\研究\合约设计\其他\20250710_中原气温指数期货合约.docx,0
2026-01-14T10:37:39.159267,D:\BaiduSyncdisk\2025\研究\合约设计\计算程序.do,D:\BaiduSyncdisk\2025\研究\合约设计\脚本程序\20250716__未识别标题_.do,0
2026-01-14T10:37:39.160447,D:\BaiduSyncdisk\2025\研究\合约设计\附件报告数据.xlsx,D:\BaiduSyncdisk\2025\研究\合约设计\Excel文件\20250714__未识别标题_.xlsx,0
2026-01-14T10:37:39.227967,D:\BaiduSyncdisk\2025\研究\合约设计\（1稿）2025-07郑商所气温指数期货合约规则（草案）及相关说明 - 丁毅部分.docx,D:\BaiduSyncdisk\2025\研究\合约设计\其他\20250710_气温指数期货合约规则（草案）及设计说明.docx,0
2026-01-14T10:37:39.344272,D:\BaiduSyncdisk\2025\研究\合约设计\（1稿）2025-07郑商所气温指数期货合约规则（草案）及相关说明dy.docx,D:\BaiduSyncdisk\2025\研究\合约设计\其他\20250710_气温指数期货合约规则（草案）及设计说明(1).docx,0
2026-01-14T10:37:39.401450,D:\BaiduSyncdisk\2025\研究\合约设计\（2稿）2025-07-17郑商所气温指数期货合约规则（草案）及相关说明.docx,D:\BaiduSyncdisk\2025\研究\合约设计\其他\20250718_气温指数期货合约规则（草案）及设计说明.docx,0
2026-01-14T10:37:39.475824,D:\BaiduSyncdisk\2025\研究\合约设计\（2稿）2025-07-18郑商所气温指数期货合约规则（草案）及相关说明_1.docx,D:\BaiduSyncdisk\2025\研究\合约设计\其他\20250719_气温指数期货合约规则（草案）及设计说明.docx,0
2026-01-14T10:37:39.477272,D:\BaiduSyncdisk\2025\研究\合约设计\database\CPR_CDI.dta,D:\BaiduSyncdisk\2025\研究\合约设计\数据集文件\20250710__未识别标题_.dta,0
2026-01-14T10:37:39.478519,D:\BaiduSyncdisk\2025\研究\合约设计\database\CPR_CDI.txt,D:\BaiduSyncdisk\2025\研究\合约设计\数据集文件\20250710__未识别标题_.txt,0
2026-01-14T10:37:39.479684,D:\BaiduSyncdisk\2025\研究\合约设计\database\CPR_HDI.dta,D:\BaiduSyncdisk\2025\研究\合约设计\数据集文件\20250710__未识别标题_(1).dta,0
2026-01-14T10:37:39.480837,D:\BaiduSyncdisk\2025\研究\合约设计\database\CPR_HDI.txt,D:\BaiduSyncdisk\2025\研究\合约设计\数据集文件\20250710__未识别标题_(1).txt,0
2026-01-14T10:37:39.481988,D:\BaiduSyncdisk\2025\研究\合约设计\database\PRD_CDI.dta,D:\BaiduSyncdisk\2025\研究\合约设计\数据集文件\20250716__未识别标题_.dta,0
2026-01-14T10:37:39.483136,D:\BaiduSyncdisk\2025\研究\合约设计\database\PRD_CDI.txt,D:\BaiduSyncdisk\2025\研究\合约设计\数据集文件\20250710__未识别标题_(2).txt,0
2026-01-14T10:37:39.484286,D:\BaiduSyncdisk\2025\研究\合约设计\database\PRD_HDI.dta,D:\BaiduSyncdisk\2025\研究\合约设计\数据集文件\20250710__未识别标题_(2).dta,0
2026-01-14T10:37:39.485421,D:\BaiduSyncdisk\2025\研究\合约设计\database\PRD_HDI.txt,D:\BaiduSyncdisk\2025\研究\合约设计\数据集文件\20250710__未识别标题_(3).txt,0
2026-01-14T10:37:39.486563,D:\BaiduSyncdisk\2025\研究\合约设计\database\statistics_output.txt,D:\BaiduSyncdisk\2025\研究\合约设计\数据集文件\20250716__未识别标题_.txt,0
2026-01-14T10:37:39.487745,D:\BaiduSyncdisk\2025\研究\合约设计\database\test.dta,D:\BaiduSyncdisk\2025\研究\合约设计\数据集文件\20250715__未识别标题_.dta,0
2026-01-14T10:37:39.489151,D:\BaiduSyncdisk\2025\研究\合约设计\database\中原指数.dta,D:\BaiduSyncdisk\2025\研究\合约设计\数据集文件\20250710__未识别标题_(3).dta,0
2026-01-14T10:37:39.490316,D:\BaiduSyncdisk\2025\研究\合约设计\database\中原气温.xls,D:\BaiduSyncdisk\2025\研究\合约设计\Excel文件\20250710__未识别标题_.xls,0
2026-01-14T10:37:39.491475,D:\BaiduSyncdisk\2025\研究\合约设计\database\珠三角气温.xls,D:\BaiduSyncdisk\2025\研究\合约设计\Excel文件\20250710__未识别标题_(1).xls,0
2026-01-14T10:37:39.492642,D:\BaiduSyncdisk\2025\研究\合约设计\database\用电量.dta,D:\BaiduSyncdisk\2025\研究\合约设计\数据集文件\20250715__未识别标题_(1).dta,0
2026-01-14T10:37:39.504968,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\1.特殊评审类型人员申报评审备案表+ .docx,D:\BaiduSyncdisk\2025\研究\合约设计\其他\20250729_特殊评审类型人员申报评审备案表.docx,0
2026-01-14T10:37:39.506191,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\1605594990896071-1750857467486961.xls,D:\BaiduSyncdisk\2025\研究\合约设计\Excel文件\20250901__未识别标题_.xls,0
2026-01-14T10:37:39.507413,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\1747234187112973-1747234187148402.xlsx,D:\BaiduSyncdisk\2025\研究\合约设计\Excel文件\20250731__未识别标题_.xlsx,0
2026-01-14T10:37:39.525030,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\2.职称申报推荐诚信承诺书.docx,D:\BaiduSyncdisk\2025\研究\合约设计\其他\20250729_职称申报推荐诚信承诺书.docx,0
2026-01-14T10:37:39.538159,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\20160815172714913.doc,D:\BaiduSyncdisk\2025\研究\合约设计\其他\20250801__未识别标题_.doc,0
2026-01-14T10:37:39.722871,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\2024年交易结算总量、均价情况.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20250902_103332.pdf,0
2026-01-14T10:37:39.741774,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\20250811173536.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20250811__未识别标题_.pdf,0
2026-01-14T10:37:39.758355,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\20251124105822.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20251124__未识别标题_.pdf,0
2026-01-14T10:37:39.778430,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\20251226160728.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20251226__未识别标题_.pdf,0
2026-01-14T10:37:39.779389,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\2025年8月份全国期货市场交易情况统计.xlsx,D:\BaiduSyncdisk\2025\研究\合约设计\Excel文件\20260106__未识别标题_.xlsx,0
2026-01-14T10:37:39.794234,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\445628233312424ca6c0f0d8758f9707.docx,D:\BaiduSyncdisk\2025\研究\合约设计\其他\20250826_河南省新设立中高级职称评审委员会名录.docx,0
2026-01-14T10:37:39.806519,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\7cb6e5871dd745f7a4323ef9e3c865b8.docx,D:\BaiduSyncdisk\2025\研究\合约设计\其他\20250826_河南省调整变更中高级职称评审委员会名录.docx,0
2026-01-14T10:37:39.819431,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\AEX_Contract Summary_GWM_NOV17'25.docx,D:\BaiduSyncdisk\2025\研究\合约设计\其他\20251208_EnwexGermanOnshoreWindFutures.docx,0
2026-01-14T10:37:39.943431,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\DEGREE_DAYS (1).pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20250929_amaximumtemperature.Thequantityofheatabsorbedasa.pdf,0
2026-01-14T10:37:40.059414,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\DEGREE_DAYS (2).pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20250929_amaximumtemperature.Thequantityofheatabsorbedasa(1).pdf,0
2026-01-14T10:37:40.209678,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\DEGREE_DAYS (3).pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20250929_amaximumtemperature.Thequantityofheatabsorbedasa(2).pdf,0
2026-01-14T10:37:40.339795,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\DEGREE_DAYS.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20250929_amaximumtemperature.Thequantityofheatabsorbedasa(3).pdf,0
2026-01-14T10:37:40.341439,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\ea7573c2040d422dac4688bd833b8594.xls,D:\BaiduSyncdisk\2025\研究\合约设计\Excel文件\20250826__未识别标题_.xls,0
2026-01-14T10:37:40.342441,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\guangdong_electricity_2011_2024.xlsx,D:\BaiduSyncdisk\2025\研究\合约设计\Excel文件\20251118__未识别标题_.xlsx,0
2026-01-14T10:37:40.502121,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\JGJ75-2012《夏热冬暖地区居住建筑节能设计标准+》 (1).pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/标准\20251128_JJJJ.pdf,0
2026-01-14T10:37:40.610871,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\Minimizing the impact of geographical basis risk on weather derivatives.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20251121_AnnalsofOperationsResearch(2025)347535–551.pdf,0
2026-01-14T10:37:40.628243,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\miningvisuals.com-Copper Production  Population Growth.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20251114__未识别标题_.pdf,0
2026-01-14T10:37:40.648803,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\P020240617653302648798.docx,D:\BaiduSyncdisk\2025\研究\合约设计\其他\20251113_上海国际能源交易中心结算细则.docx,0
2026-01-14T10:37:40.728601,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\Profile.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20251028_联系方式DINGYI.pdf,0
2026-01-14T10:37:40.841715,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\s10479-023-05483-3.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20250826_AnnalsofOperationsResearch(2025)347535–551.pdf,0
2026-01-14T10:37:40.982724,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\votingdraft072623_17CFRParts37_38_40.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20251114_VotingCopy–AsapprovedbytheCommissionon7262023.pdf,0
2026-01-14T10:37:41.053012,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\wp040002.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20250901_globeduetotheworkofAgEconSearch..pdf,0
2026-01-14T10:37:41.258796,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\_PCA-ARMA-EGARCH气温预测模型及实证分析.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20250730_第39卷第3－4期数学理论与应用Vol．39No．3－4.pdf,0
2026-01-14T10:37:41.697180,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\_三阶段气温模型与气温衍生品风险管理.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20250730_数理统计与管理.pdf,0
2026-01-14T10:37:42.371228,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\_基于AR-EGARCH-HCM模型的气温衍生品适用性研究——来自于中国7个城市的实证分析.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20250730_——来自于中国7个城市的实证分析.pdf,0
2026-01-14T10:37:42.918510,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\_基于O-U模型的气温衍生品定价研究.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20250730_金金融融探探索索FinancialExplore.pdf,0
2026-01-14T10:37:43.193290,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\_基于不同气象数据的天气指数保险产品基差风险分析.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20250922_保险研究２０２５年第１期ＩＮＳＵＲＡＮＣＥＳＴＵＤＩＥＳＮｏ.１２０２５.pdf,0
2026-01-14T10:37:43.772524,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\_天气衍生品气温预测模型对比研究.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20250730_ｈｔｔｐ：／／ｗｗｗ．ｊｓｊｋｘ．ｃｏｍ.pdf,0
2026-01-14T10:37:43.777087,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\_天气预测及其衍生品定价研究——基于气温日度数据的实证分析.caj,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20250730__未识别标题_.caj,0
2026-01-14T10:37:44.502752,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\_气候风险背景下气温衍生品定价的曲面拟合方法研究 (1).pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20250730_2021年第9期WUHAN.pdf,0
2026-01-14T10:37:45.216209,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\_气候风险背景下气温衍生品定价的曲面拟合方法研究.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20250730_2021年第9期WUHAN(1).pdf,0
2026-01-14T10:37:45.977251,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\_碳中和背景下气温衍生品定价研究——基于ELM神经网络方法.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20250730_证券保险.pdf,0
2026-01-14T10:37:45.993512,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\《技术服务合同》解除协议.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/合同\20251229__未识别标题_.pdf,0
2026-01-14T10:37:46.010679,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\《郑东新区管委会关于公布规范性文件清理结果的通知》政策解读.docx,D:\BaiduSyncdisk\2025\研究\合约设计\通知\20251127_《郑东新区管委会关于公布规范性文件清理结果的通知》政策解读.docx,0
2026-01-14T10:37:46.012640,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\中原 日均气温指数_20140101-20250730.xls,D:\BaiduSyncdisk\2025\研究\合约设计\Excel文件\20250819__未识别标题_.xls,0
2026-01-14T10:37:46.061008,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\中国“气象×金融”探索天气衍生品发展的理论与实践综述.pdf,D:\BaiduSyncdisk\2025\研究\合约设计\参考资料/其他参考资料\20251128_中国“气象×金融”探索天气衍生品发展的理论与实践综述.pdf,0
2026-01-14T10:37:46.089826,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\中美与中加贸易摩擦事件进程.docx,D:\BaiduSyncdisk\2025\研究\合约设计\其他\20260109_中美与中加贸易摩擦事件进程.docx,0
2026-01-14T10:37:46.091606,D:\BaiduSyncdisk\2025\研究\合约设计\database\excel\公示——郑州市2025年第4批学历人才生活补贴发放花名册（总第82批）（再审通过）.xls,D:\BaiduSyncdisk\2025\研究\合约设计\Excel文件\20250731__未识别标题_.xls,0
